"url","title","instructors","topics","departments","resource_types","year","id","date","level"
"https://ocw.mit.edu/courses/6-042j-mathematics-for-computer-science-spring-2015/","Mathematics for Computer Science","Prof. Albert R. Meyer, Prof. Adam Chlipala","Engineering, Computer Science, Mathematics, Applied Mathematics, Probability and Statistics","Electrical Engineering and Computer Science, Mathematics","Online Textbook, Lecture Videos, Lecture Notes, Problem Sets, Exams","2015","6.042J","Spring 2015","Undergraduate"
"https://ocw.mit.edu/courses/11-382-water-diplomacy-spring-2021/","Water Diplomacy","Dr. Animesh Gain, Prof. Lawrence Susskind","Engineering, Environmental Engineering, Hydrology and Water Resource Systems, Social Science, Political Science, International Relations, Society, The Developing World","Urban Studies and Planning","Written Assignments with Examples, Lecture Videos, Presentation Assignments with Examples","2021","11.382","Spring 2021","Graduate"
"https://ocw.mit.edu/courses/8-20-introduction-to-special-relativity-january-iap-2021/","Introduction to Special Relativity","Prof. Markus  Klute","Science, Physics, Relativity","Physics","Lecture Videos, Problem Sets with Solutions, Exams with Solutions","2021","8.20","January IAP 2021","Undergraduate"
"https://ocw.mit.edu/courses/hst-936x-global-health-informatics-to-improve-quality-of-care-spring-2020/","Global Health Informatics to Improve Quality of Care","Dr. Ken Paik, Dr. Leo A Celi, Juan Sebastián Osorio","Business, Health Care Management, Information Technology, Engineering, Computer Science, Software Design and Engineering, Systems Engineering, Systems Design, Health and Medicine, Public Health","Health Sciences and Technology","Course Introduction, Lecture Videos","2020","HST.936x","Spring 2020",""
"https://ocw.mit.edu/courses/14-04-intermediate-microeconomic-theory-fall-2020/","Intermediate Microeconomic Theory ","Prof. Robert M. Townsend","Social Science, Economics, Microeconomics","Economics","Exams with Solutions, Lecture Videos, Readings, Problem Sets","2020","14.04","Fall 2020","Undergraduate"
"https://ocw.mit.edu/courses/18-s190-introduction-to-computational-thinking-with-julia-with-applications-to-modeling-the-covid-19-pandemic-spring-2020/","Introduction to Computational Thinking with Julia, with Applications to Modeling the COVID-19 Pandemic","Prof. Alan Edelman, Prof. David P. Sanders","Engineering, Computer Science, Algorithms and Data Structures, Computer Design and Engineering, Computer Networks, Mathematics, Applied Mathematics, Computation","Mathematics, Electrical Engineering and Computer Science","Lecture Videos, Problem Sets","2020","18.S190","Spring 2020","Undergraduate"
"https://ocw.mit.edu/courses/sts-050-the-history-of-mit-spring-2011/","The History of MIT","Prof. David Mindell, Prof. Merritt Roe Smith","Humanities, History, American History, History of Science and Technology, Modern History, Teaching and Education, Higher Education","Science, Technology, and Society","Lecture Videos, Written Assignments","2011","STS.050","Spring 2011","Undergraduate"
"https://ocw.mit.edu/courses/6-s897-machine-learning-for-healthcare-spring-2019/","Machine Learning for Healthcare","Prof. Peter Szolovits, Prof. David Sontag","Engineering, Computer Science, Artificial Intelligence, Human-Computer Interfaces, Health and Medicine, Medical Imaging, Public Health","Electrical Engineering and Computer Science, Health Sciences and Technology","Lecture Videos, Lecture Notes, Projects","2019","6.S897","Spring 2019","Graduate"
"https://ocw.mit.edu/courses/11-945-springfield-studio-fall-2005/","Springfield Studio","Prof. Ceasar McDowell, Prof. Karl Seidman","Social Science, Economics, Developmental Economics, Public Administration, Public Policy, Sociology, Community Development, Urban Studies, Regional Planning, Urban Planning","Urban Studies and Planning","Lecture Videos, Image Gallery, Lecture Notes, Written Assignments with Examples, Projects with Examples","2005","11.945","Fall 2005","Graduate"
"https://ocw.mit.edu/courses/res-ec-001-exploring-fairness-in-machine-learning-for-international-development-spring-2020/","Exploring Fairness in Machine Learning for International Development","Dr. Richard Fletcher, Prof. Daniel Frey, Dr. Mike Teodorescu, Amit Gandhi, Audace Nakeshimana","Engineering, Computer Science, Artificial Intelligence, Teaching and Education, Curriculum and Teaching","Supplemental Resources","Lecture Videos","2020","RES.EC-001","Spring 2020","Non Credit"
"https://ocw.mit.edu/courses/15-s08-fintech-shaping-the-financial-world-spring-2020/","FinTech: Shaping the Financial World ","Prof. Gary Gensler","Business, Finance, Information Technology, Innovation, Engineering, Computer Science, Artificial Intelligence","Sloan School of Management","Lecture Videos, Lecture Notes, Written Assignments, Instructor Insights","2020","15.S08","Spring 2020","Graduate"
"https://ocw.mit.edu/courses/6-042j-mathematics-for-computer-science-fall-2010/","Mathematics for Computer Science","Prof. Tom Leighton, Dr. Marten van Dijk","Engineering, Computer Science, Mathematics, Applied Mathematics, Discrete Mathematics, Probability and Statistics","Electrical Engineering and Computer Science, Mathematics","Problem Sets, Exams with Solutions, Lecture Videos","2010","6.042J","Fall 2010","Undergraduate"
"https://ocw.mit.edu/courses/18-02sc-multivariable-calculus-fall-2010/","Multivariable Calculus","Prof. Denis Auroux","Mathematics, Calculus, Differential Equations, Linear Algebra","Mathematics","Simulations, Exams with Solutions, Problem Sets with Solutions, Lecture Videos, Lecture Notes","2010","18.02SC","Fall 2010","Undergraduate"
"https://ocw.mit.edu/courses/21a-550j-dv-lab-documenting-science-through-video-and-new-media-fall-2012/","DV Lab: Documenting Science Through Video and New Media","Prof. Christine Walley, Chris Boebel","Engineering, Fine Arts, Media Studies, Visual Arts, Film and Video, Science, Social Science, Anthropology","Anthropology, Science, Technology, and Society","Projects with Examples, Lecture Videos, Written Assignments","2012","21A.550J","Fall 2012","Undergraduate"
"https://ocw.mit.edu/courses/11-401-introduction-to-housing-community-and-economic-development-fall-2015/","Introduction to Housing, Community, and Economic Development","Prof. J. Phillip Thompson, Prof. Justin Steil","Social Science, Economics, Public Administration, Sociology, Community Development, Urban Studies, Housing Development, Urban Planning","Urban Studies and Planning","Lecture Notes, Lecture Videos, Written Assignments with Examples","2015","11.401","Fall 2015","Graduate"
"https://ocw.mit.edu/courses/7-012-introduction-to-biology-fall-2004/","Introduction to Biology","Dr. Claudette Gardel, Prof. Eric Lander, Prof. Robert Weinberg, Prof. Andrew Chess","Science, Biology","Biology","Lecture Videos, Problem Sets with Solutions, Exams with Solutions, Lecture Notes","2004","7.012","Fall 2004","Undergraduate"
"https://ocw.mit.edu/courses/16-885j-aircraft-systems-engineering-fall-2005/","Aircraft Systems Engineering","Prof. Jeffrey Hoffman","Business, Project Management, Engineering, Aerospace Engineering, Systems Engineering","Aeronautics and Astronautics, Engineering Systems Division","Lecture Videos, Image Gallery, Demonstration Videos, Lecture Notes, Projects, Instructor Insights","2005","16.885J","Fall 2005","Graduate"
"https://ocw.mit.edu/courses/6-046j-design-and-analysis-of-algorithms-spring-2015/","Design and Analysis of Algorithms","Prof. Erik Demaine, Prof. Srini Devadas, Prof. Nancy Lynch","Engineering, Computer Science, Algorithms and Data Structures, Computer Networks, Cryptography, Mathematics, Applied Mathematics","Electrical Engineering and Computer Science, Mathematics","Lecture Videos, Recitation Videos, Problem Sets with Solutions, Exams with Solutions, Lecture Notes, Instructor Insights","2015","6.046J","Spring 2015","Undergraduate"
"https://ocw.mit.edu/courses/esd-051j-engineering-innovation-and-design-fall-2012/","Engineering Innovation and Design","Blade Kotelly, Prof. Joel  E  Schindall","Business, Innovation, Project Management, Engineering, Systems Engineering, Systems Design","Engineering Systems Division, Electrical Engineering and Computer Science","Projects, Lecture Videos, Activity Assignments, Design Assignments, Instructor Insights","2012","ESD.051J","Fall 2012","Undergraduate"
"https://ocw.mit.edu/courses/18-03-differential-equations-spring-2010/","Differential Equations","Prof. Haynes Miller, Prof. Arthur Mattuck","Mathematics, Differential Equations, Linear Algebra","Mathematics","Lecture Videos, Simulations, Lecture Notes, Problem Sets with Solutions","2010","18.03","Spring 2010","Undergraduate"
"https://ocw.mit.edu/courses/5-61-physical-chemistry-fall-2017/","Physical Chemistry","Prof. Robert Field","Science, Chemistry, Physical Chemistry","Chemistry","Lecture Videos, Exams with Solutions, Lecture Notes, Problem Sets with Solutions","2017","5.61","Fall 2017","Undergraduate"
"https://ocw.mit.edu/courses/6-262-discrete-stochastic-processes-spring-2011/","Discrete Stochastic Processes","Prof. Robert Gallager","Mathematics, Discrete Mathematics, Probability and Statistics","Electrical Engineering and Computer Science","Problem Sets with Solutions, Exams with Solutions, Online Textbook, Lecture Videos","2011","6.262","Spring 2011","Graduate"
"https://ocw.mit.edu/courses/6-002-circuits-and-electronics-spring-2007/","Circuits and Electronics","Prof. Anant Agarwal","Engineering, Electrical Engineering, Electronics","Electrical Engineering and Computer Science","Lecture Videos, Simulations, Problem Sets, Exams","2007","6.002","Spring 2007","Undergraduate"
"https://ocw.mit.edu/courses/6-851-advanced-data-structures-spring-2012/","Advanced Data Structures","Prof. Erik Demaine","Engineering, Computer Science, Algorithms and Data Structures","Electrical Engineering and Computer Science","Lecture Videos, Problem Sets with Solutions, Lecture Notes, Instructor Insights","2012","6.851","Spring 2012","Graduate"
"https://ocw.mit.edu/courses/16-660j-introduction-to-lean-six-sigma-methods-january-iap-2012/","Introduction to Lean Six Sigma Methods","Earll Murman, Hugh McManus, Prof. Annalisa Weigel, Dr. Bo Madsen","Business, Health Care Management, Leadership, Operations Management, Organizational Behavior, Project Management, Engineering, Aerospace Engineering, Systems Engineering, Systems Optimization","Aeronautics and Astronautics, Engineering Systems Division","Lecture Videos, Lecture Notes, Instructor Insights","2012","16.660J","January IAP 2012","Undergraduate"
"https://ocw.mit.edu/courses/3-054-cellular-solids-structure-properties-and-applications-spring-2015/","Cellular Solids: Structure, Properties and Applications","Lorna Gibson","Engineering, Biological Engineering, Cell and Tissue Engineering, Materials Science and Engineering, Mechanical Engineering","Materials Science and Engineering","Lecture Notes, Projects with Examples, Lecture Videos, Other Video, Course Introduction, Instructor Insights","2015","3.054","Spring 2015","Undergraduate, Graduate"
"https://ocw.mit.edu/courses/5-60-thermodynamics-kinetics-spring-2008/","Thermodynamics & Kinetics","Prof. Keith A. Nelson, Prof. Moungi Bawendi","Science, Chemistry, Physical Chemistry, Physics, Classical Mechanics, Thermodynamics","Chemistry","Lecture Videos, Exams, Lecture Notes","2008","5.60","Spring 2008","Undergraduate"
"https://ocw.mit.edu/courses/24-264-film-as-visual-and-literary-mythmaking-fall-2005/","Film as Visual and Literary Mythmaking","Prof. Irving Singer","Fine Arts, Visual Arts, Film and Video, Humanities, Literature, Philosophy","Linguistics and Philosophy","Lecture Videos","2005","24.264","Fall 2005","Undergraduate"
"https://ocw.mit.edu/courses/2-57-nano-to-macro-transport-processes-spring-2012/","Nano-to-Macro Transport Processes","Prof. Gang Chen","Energy, Technology, Engineering, Mechanical Engineering, Nanotechnology, Science, Physics, Quantum Mechanics","Mechanical Engineering","Lecture Videos, Problem Sets, Exams, Lecture Notes, Projects with Examples","2012","2.57","Spring 2012","Graduate"
"https://ocw.mit.edu/courses/18-085-computational-science-and-engineering-i-fall-2008/","Computational Science and Engineering I","Prof. Gilbert Strang","Engineering, Systems Engineering, Computational Science and Engineering, Mathematics, Applied Mathematics, Differential Equations, Linear Algebra","Mathematics","Lecture Videos, Problem Sets with Solutions, Exams with Solutions, Course Introduction, Programming Assignments","2008","18.085","Fall 2008","Graduate"
"https://ocw.mit.edu/courses/esd-s43-green-supply-chain-management-spring-2014/","Green Supply Chain Management","Dr. Edgar Blanco, Dr. Alexis Bateman, Prof. Anthony Craig","Business, Supply Chain Management, Science, Earth Science, Sustainability, Social Science, Public Administration, Environmental Policy","Engineering Systems Division","Lecture Videos, Problem Sets, Lecture Notes, Projects, Instructor Insights","2014","ESD.S43","Spring 2014","Graduate"
"https://ocw.mit.edu/courses/24-908-creole-languages-and-caribbean-identities-spring-2017/","Creole Languages and Caribbean Identities","Prof. Michel DeGraff","Humanities, Linguistics, Society, Latin and Caribbean Studies","Linguistics and Philosophy","Lecture Videos, Written Assignments, Presentation Assignments with Examples, Instructor Insights","2017","24.908","Spring 2017","Undergraduate"
"https://ocw.mit.edu/courses/16-842-fundamentals-of-systems-engineering-fall-2015/","Fundamentals of Systems Engineering","Prof. Olivier de Weck","Engineering, Aerospace Engineering, Systems Engineering","Aeronautics and Astronautics","Lecture Notes, Design Assignments, Written Assignments, Lecture Videos, Instructor Insights","2015","16.842","Fall 2015","Graduate"
"https://ocw.mit.edu/courses/8-962-general-relativity-spring-2020/","General Relativity","Prof. Scott Hughes","Science, Physics, Relativity","Physics","Lecture Videos, Problem Sets","2020","8.962","Spring 2020","Graduate"
"https://ocw.mit.edu/courses/5-80-small-molecule-spectroscopy-and-dynamics-fall-2008/","Small-Molecule Spectroscopy and Dynamics","Prof. Robert Field","Health and Medicine, Spectroscopy, Science, Chemistry, Physical Chemistry, Physics, Quantum Mechanics","Chemistry","Problem Sets with Solutions, Exams, Lecture Notes, Lecture Videos","2008","5.80","Fall 2008","Graduate"
"https://ocw.mit.edu/courses/6-0002-introduction-to-computational-thinking-and-data-science-fall-2016/","Introduction to Computational Thinking and Data Science","Prof. Eric Grimson, Prof. John Guttag, Dr. Ana Bell","Engineering, Computer Science, Mathematics, Probability and Statistics","Electrical Engineering and Computer Science","Lecture Videos, Problem Sets, Lecture Notes, Programming Assignments","2016","6.0002","Fall 2016","Undergraduate"
"https://ocw.mit.edu/courses/15-969-dynamic-leadership-using-improvisation-in-business-fall-2004/","Dynamic Leadership: Using Improvisation in Business","Prof. Lakshmi Balachandra","Business, Innovation, Leadership, Management, Social Science, Communication","Sloan School of Management","Lecture Videos, Lecture Notes, Presentation Assignments","2004","15.969","Fall 2004","Graduate"
"https://ocw.mit.edu/courses/res-tll-005-how-to-speak-january-iap-2018/","How to Speak","Patrick Henry Winston","Teaching and Education, Curriculum and Teaching, Educational Technology","Supplemental Resources","Lecture Videos","2018","RES.TLL-005","January IAP 2018","Non Credit"
"https://ocw.mit.edu/courses/11-948-the-politics-of-reconstructing-iraq-spring-2005/","The Politics of Reconstructing Iraq","Prof. Yosef Jabareen","Social Science, Economics, International Development, Political Science, International Relations, Public Administration, Security Studies, Urban Studies, Regional Planning, Society, Middle Eastern Studies","Urban Studies and Planning","Lecture Videos, Lecture Notes, Projects with Examples","2005","11.948","Spring 2005","Graduate"
"https://ocw.mit.edu/courses/res-21g-001-the-user-friendly-classroom-fall-2020/","The User-friendly Classroom","A. C. Kemp","Society, Teaching and Education, Curriculum and Teaching","Supplemental Resources","Lecture Videos, Written Assignments, Instructor Insights","2020","RES.21G-001","Fall 2020","Graduate"
"https://ocw.mit.edu/courses/6-004-computation-structures-spring-2017/","Computation Structures","Chris Terman","Engineering, Computer Science, Computer Design and Engineering, Electrical Engineering, Digital Systems","Electrical Engineering and Computer Science","Lecture Videos, Programming Assignments with Examples, Lecture Notes","2017","6.004","Spring 2017","Undergraduate"
"https://ocw.mit.edu/courses/15-031j-energy-decisions-markets-and-policies-spring-2012/","Energy Decisions, Markets, and Policies","Prof. Richard Schmalensee","Business, Globalization, Energy, Social Science, Economics, International Economics, Public Administration, Science and Technology Policy","Sloan School of Management, Economics, Anthropology, Urban Studies and Planning","Lecture Videos, Lecture Notes, Written Assignments, Instructor Insights","2012","15.031J","Spring 2012","Undergraduate"
"https://ocw.mit.edu/courses/6-01sc-introduction-to-electrical-engineering-and-computer-science-i-spring-2011/","Introduction to Electrical Engineering and Computer Science I","Prof. Leslie Kaelbling, Prof. Jacob White, Prof. Harold Abelson, Prof. Dennis Freeman, Prof. Tomás Lozano-Pérez, Prof. Isaac Chuang","Engineering, Computer Science, Artificial Intelligence, Software Design and Engineering, Electrical Engineering, Robotics and Control Systems","Electrical Engineering and Computer Science","Lecture Videos, Recitation Videos, Problem Sets, Exams with Solutions, Lecture Notes, Online Textbook, Instructor Insights","2011","6.01SC","Spring 2011","Undergraduate"
"https://ocw.mit.edu/courses/21m-355-musical-improvisation-spring-2013/","Musical Improvisation","Dr. Mark Harvey, Tom Hall","Fine Arts, Music","Music and Theater Arts","Lecture Videos, Other Video, Projects with Examples, Design Assignments, Written Assignments, Instructor Insights","2013","21M.355","Spring 2013","Undergraduate"
"https://ocw.mit.edu/courses/21l-448j-darwin-and-design-fall-2010/","Darwin and Design","Prof. James Paradis","Humanities, History, Intellectual History, Literature, Philosophy, Metaphysics, Science, Cognitive Science","Literature","Lecture Videos, Written Assignments","2010","21L.448J","Fall 2010","Undergraduate"
"https://ocw.mit.edu/courses/5-95j-teaching-college-level-science-and-engineering-fall-2015/","Teaching College-Level Science and Engineering","Dr. Janet Rankin","Engineering, Teaching and Education, Curriculum and Teaching, Education Policy, Educational Technology, Higher Education","Chemistry, Electrical Engineering and Computer Science, Biology, Physics, Mathematics, Civil and Environmental Engineering, Mechanical Engineering","Lecture Videos, Activity Assignments, Written Assignments, Instructor Insights","2015","5.95J","Fall 2015","Graduate"
"https://ocw.mit.edu/courses/5-74-introductory-quantum-mechanics-ii-spring-2009/","Introductory Quantum Mechanics II","Prof. Andrei Tokmakoff","Health and Medicine, Spectroscopy, Science, Physics, Quantum Mechanics","Chemistry","Problem Sets, Lecture Notes, Lecture Videos","2009","5.74","Spring 2009","Graduate"
"https://ocw.mit.edu/courses/8-04-quantum-physics-i-spring-2016/","Quantum Physics I","Prof. Barton Zwiebach","Science, Physics, Quantum Mechanics","Physics","Lecture Videos, Problem Sets, Exams, Lecture Notes","2016","8.04","Spring 2016","Undergraduate"
"https://ocw.mit.edu/courses/18-06sc-linear-algebra-fall-2011/","Linear Algebra","Prof. Gilbert Strang","Mathematics, Linear Algebra","Mathematics","Lecture Videos, Exams with Solutions, Lecture Notes, Recitation Videos, Problem Sets with Solutions, Simulations, Course Introduction, Instructor Insights","2011","18.06SC","Fall 2011","Undergraduate"
"https://ocw.mit.edu/courses/18-01sc-single-variable-calculus-fall-2010/","Single Variable Calculus","Prof. David Jerison","Mathematics, Calculus, Differential Equations","Mathematics","Exams with Solutions, Lecture Notes, Lecture Videos, Problem Sets with Solutions, Simulations","2010","18.01SC","Fall 2010","Undergraduate"
"https://ocw.mit.edu/courses/24-912-black-matters-introduction-to-black-studies-spring-2017/","Black Matters: Introduction to Black Studies","Prof. Michel DeGraff","Humanities, Language, Literature, Philosophy, Society, African American Studies","Linguistics and Philosophy, Women's and Gender Studies, History, Literature, Comparative Media Studies/Writing, Music and Theater Arts, Anthropology","Written Assignments, Presentation Assignments with Examples, Lecture Videos, Instructor Insights","2017","24.912","Spring 2017","Undergraduate"
"https://ocw.mit.edu/courses/8-591j-systems-biology-fall-2014/","Systems Biology","Prof. Jeff Gore","Engineering, Biological Engineering, Synthetic Biology, Science, Biology, Cell Biology, Computation and Systems Biology, Physics","Physics, Biology","Problem Sets, Exams, Lecture Videos, Instructor Insights","2014","8.591J","Fall 2014","Graduate, Undergraduate"
"https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/","Performance Engineering of Software Systems","Prof. Charles Leiserson, Prof. Julian Shun","Engineering, Computer Science, Algorithms and Data Structures, Software Design and Engineering, Systems Engineering, Systems Optimization","Electrical Engineering and Computer Science","Lecture Videos, Programming Assignments, Projects, Lecture Notes, Exams with Solutions","2018","6.172","Fall 2018","Undergraduate"
"https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/","Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","Prof. Gilbert Strang","Engineering, Electrical Engineering, Signal Processing, Mathematics, Applied Mathematics, Computation, Linear Algebra","Mathematics","Lecture Videos, Problem Sets, Instructor Insights","2018","18.065","Spring 2018","Undergraduate"
"https://ocw.mit.edu/courses/4-370-interrogative-design-workshop-fall-2005/","Interrogative Design Workshop","Prof. Krzysztof Wodiczko","Fine Arts, Art History, Media Studies, Visual Arts","Architecture","Lecture Videos, Image Gallery","2005","4.370","Fall 2005","Graduate"
"https://ocw.mit.edu/courses/hst-s14-health-information-systems-to-improve-quality-of-care-in-resource-poor-settings-spring-2012/","Health Information Systems to Improve Quality of Care in Resource-Poor Settings","Dr. Leo A Celi, Dr. Hamish Fraser, Prof. Peter Szolovits, Dr. Ken Paik","Business, Health Care Management, Information Technology, Innovation, Health and Medicine, Public Health, Social Science, Economics, International Development","Health Sciences and Technology","Lecture Videos, Lecture Notes, Projects with Examples","2012","HST.S14","Spring 2012","Graduate, Undergraduate"
"https://ocw.mit.edu/courses/5-08j-biological-chemistry-ii-spring-2016/","Biological Chemistry II","Prof. Joanne Stubbe, Prof. Elizabeth Nolan","Science, Biology, Biochemistry, Structural Biology, Chemistry","Chemistry, Biology","Lecture Videos, Recitation Videos, Problem Sets with Solutions, Exams with Solutions","2016","5.08J","Spring 2016","Undergraduate"
"https://ocw.mit.edu/courses/res-3-003-learn-to-build-your-own-videogame-with-the-unity-game-engine-and-microsoft-kinect-january-iap-2017/","Learn to Build Your Own Videogame with the Unity Game Engine and Microsoft Kinect","Kyle Keane, Andrew Ringler, Abhinav Gandhi, Mark Vrablic","Engineering, Computer Science, Graphics and Visualization, Software Design and Engineering, Fine Arts, Game Design, Media Studies, Digital Media","Supplemental Resources","Demonstration Videos, Tutorial Videos, Projects with Examples, Lecture Videos, Instructor Insights","2017","RES.3-003","January IAP 2017","Undergraduate"
"https://ocw.mit.edu/courses/res-18-010-a-2020-vision-of-linear-algebra-spring-2020/","A 2020 Vision of Linear Algebra","Prof. Gilbert Strang","Mathematics, Linear Algebra","Supplemental Resources","Lecture Videos, Online Textbook","2020","RES.18-010","Spring 2020","Undergraduate"
"https://ocw.mit.edu/courses/ec-711-d-lab-energy-spring-2011/","D-Lab: Energy","Amy Banzaert, Amit Gandhi","Energy, Engineering, Electrical Engineering, Electric Power, Science, Earth Science, Sustainability, Society, The Developing World","Edgerton Center","Problem Sets, Projects with Examples, Lecture Videos, Demonstration Videos, Activity Assignments, Design Assignments with Examples, Presentation Assignments with Examples","2011","EC.711","Spring 2011","Undergraduate"
"https://ocw.mit.edu/courses/6-006-introduction-to-algorithms-fall-2011/","Introduction to Algorithms","Prof. Erik Demaine, Prof. Srini Devadas","Engineering, Computer Science, Algorithms and Data Structures","Electrical Engineering and Computer Science","Lecture Videos, Recitation Videos, Problem Sets with Solutions, Exams with Solutions, Programming Assignments with Examples, Lecture Notes","2011","6.006","Fall 2011","Undergraduate"
"https://ocw.mit.edu/courses/6-370-the-battlecode-programming-competition-january-iap-2013/","The Battlecode Programming Competition","Maxwell Mann","Engineering, Computer Science, Artificial Intelligence, Programming Languages, Fine Arts, Game Design","Electrical Engineering and Computer Science","Lecture Videos","2013","6.370","January IAP 2013","Undergraduate"
"https://ocw.mit.edu/courses/res-18-007-calculus-revisited-multivariable-calculus-fall-2011/","Calculus Revisited: Multivariable Calculus","Prof. Herbert Gross","Mathematics, Calculus, Differential Equations","Supplemental Resources","Lecture Videos, Lecture Notes, Problem Sets with Solutions","2011","RES.18-007","Fall 2011","Undergraduate"
"https://ocw.mit.edu/courses/7-91j-foundations-of-computational-and-systems-biology-spring-2014/","Foundations of Computational and Systems Biology","Prof. Christopher Burge, Prof. David Gifford, Prof. Ernest Fraenkel","Engineering, Biological Engineering, Computational Biology, Systems Engineering, Computational Modeling and Simulation, Science, Biology, Computation and Systems Biology","Biology, Biological Engineering, Electrical Engineering and Computer Science, Health Sciences and Technology","Lecture Videos, Lecture Notes, Projects, Programming Assignments with Examples, Presentation Assignments, Written Assignments, Instructor Insights","2014","7.91J","Spring 2014","Graduate"
"https://ocw.mit.edu/courses/8-334-statistical-mechanics-ii-statistical-physics-of-fields-spring-2014/","Statistical Mechanics II: Statistical Physics of Fields","Prof. Mehran Kardar","Mathematics, Probability and Statistics, Science, Physics, Theoretical Physics, Thermodynamics","Physics","Problem Sets, Exams, Lecture Notes, Lecture Videos, Instructor Insights","2014","8.334","Spring 2014","Graduate"
"https://ocw.mit.edu/courses/8-224-exploring-black-holes-general-relativity-astrophysics-spring-2003/","Exploring Black Holes: General Relativity & Astrophysics","Prof. Edmund Bertschinger, Prof. Edwin F. Taylor","Science, Physics, Astrophysics, Relativity","Physics","Lecture Videos, Exams, Problem Sets","2003","8.224","Spring 2003","Undergraduate"
"https://ocw.mit.edu/courses/res-6-007-signals-and-systems-spring-2011/","Signals and Systems","Prof. Alan V. Oppenheim","Engineering, Electrical Engineering, Digital Systems, Signal Processing, Systems Engineering, Computational Modeling and Simulation","Supplemental Resources","Problem Sets with Solutions, Lecture Notes, Lecture Videos","2011","RES.6-007","Spring 2011","Undergraduate"
"https://ocw.mit.edu/courses/8-851-effective-field-theory-spring-2013/","Effective Field Theory","Prof. Iain Stewart","Science, Physics, Particle Physics","Physics","Lecture Videos, Lecture Notes, Problem Sets, Projects","2013","8.851","Spring 2013","Graduate"
"https://ocw.mit.edu/courses/2-71-optics-spring-2009/","Optics","Prof. George Barbastathis, Prof. Colin Sheppard, Dr. Se Baek Oh","Science, Physics, Atomic, Molecular, Optical Physics, Electromagnetism, Quantum Mechanics","Mechanical Engineering","Lecture Videos, Problem Sets with Solutions, Exams with Solutions, Projects with Examples, Lecture Notes","2009","2.71","Spring 2009","Undergraduate, Graduate"
"https://ocw.mit.edu/courses/res-21g-505-kanji-learning-any-time-any-place-for-japanese-v-spring-2022/","Kanji Learning Any Time, Any Place for Japanese V","Dr. Takako Aikawa, Dr. Meghan Perdue","Humanities, Language, Japanese","Supplemental Resources, Global Studies and Languages","Lecture Videos","2022","RES.21G-505","Spring 2022","Undergraduate"
"https://ocw.mit.edu/courses/res-7-006-7-03x-genetics/","7.03x Genetics","Prof. Michael Hemann, Prof. Peter Reddien, Dr. Mary Ellen Wiltrout, Dr. Darcy Gordon, Dr. Caitlin Friend, Mingyu Yang, PhD Candidate","Science, Biology, Genetics, Molecular Biology","Supplemental Resources, Biology","Course Introduction, Lecture Videos, Problem Sets with Solutions","2023","RES.7-006","Spring 2023","Non Credit"
"https://ocw.mit.edu/courses/14-73-the-challenge-of-world-poverty-spring-2011/","The Challenge of World Poverty","Prof. Esther Duflo, Prof. Abhijit Banerjee","Business, Globalization, Social Science, Economics, Developmental Economics, Public Administration, Social Welfare, Society, Global Poverty","Economics","Lecture Videos, Exams with Solutions, Lecture Notes, Written Assignments, Instructor Insights","2011","14.73","Spring 2011","Undergraduate"
"https://ocw.mit.edu/courses/res-7-007-7-06x-cell-biology/","7.06x Cell Biology","Prof. Rebecca Lamason, Prof. Iain Cheeseman, Prof. Sebastian Lourido, Dr. Mary Ellen Wiltrout, Dr. Darcy Gordon, Dr. Monika Avello, Dr. Caitlin Friend, Mingyu Yang, PhD Candidate","Science, Biology, Cell Biology, Molecular Biology","Biology, Supplemental Resources","Course Introduction, Lecture Videos, Problem Sets with Solutions","2023","RES.7-007","Spring 2023","Non Credit"
"https://ocw.mit.edu/courses/18-s190-introduction-to-metric-spaces-january-iap-2023/","Introduction to Metric Spaces ","Paige Bright","Mathematics, Mathematical Analysis","Mathematics","Lecture Notes, Lecture Videos, Online Textbook, Problem Sets, Instructor Insights","2023","18.S190","January IAP 2023","Undergraduate"
"https://ocw.mit.edu/courses/9-00sc-introduction-to-psychology-fall-2011/","Introduction to Psychology","Prof. John D. E. Gabrieli","Science, Cognitive Science, Social Science, Psychology","Brain and Cognitive Sciences","Lecture Videos, Lecture Notes, Exams with Solutions, Instructor Insights, Exams","2011","9.00SC","Fall 2011","Undergraduate"
"https://ocw.mit.edu/courses/res-9-005-fmri-bootcamp-fall-2017/","fMRI Bootcamp","Prof. Rebecca Saxe","Health and Medicine, Medical Imaging, Sensory-Neural Systems, Science, Cognitive Science","Brain and Cognitive Sciences, Supplemental Resources","Lecture Videos","2017","RES.9-005","Fall 2017","Graduate"
"https://ocw.mit.edu/courses/res-7-008-7-28x-molecular-biology/","7.28x Molecular Biology","Prof. Stephen P. Bell, Prof. Tania Baker, Dr. Mary Ellen Wiltrout, Dr. Sera Thornton, Dr. Nathaniel Schafheimer, Dr. Swati Carr","Science, Biology, Cell Biology, Genetics, Molecular Biology","Biology, Supplemental Resources","Course Introduction, Lecture Videos, Problem Sets with Solutions","2023","RES.7-008","Spring 2023","Undergraduate, Graduate"
